Sub-Category-2,Sub-Category-3,Product Name,Product Keyword,Product Price,Currency,Manufacturer,ASIN,Date First Available,Product Page URL
Hallway Furniture,Doormats,"Homatz Indoor Door Mat - Heavy Duty Rubber, Floor and Kitchen Mats - Non Slip, Washable and Dirt Trapper Doormats Super Absorbent Multicolor Barrier Mat 40x60cm, Grey",Doormats,,,,,,https://www.amazon.co.uk/Homatz-Barrier-barrier-backing-washable/dp/B07HFK16Y4/ref=sr_1_1?_encoding=UTF8&c=ts&dchild=1&keywords=Doormats&qid=1622623184&s=kitchen&sr=1-1&ts_id=10709251
